YearMonth,Category,Platform,Review_Volume,Avg_Rating,Avg_Sentiment,Avg_RSI,Rolling_3M_RSI
2024-04,Smartphone,FLIPKART,46,3.717391304347826,0.00658695652173913,0.3157339130434783,0.3563
2024-04,Smartphone,amazon,33,3.484848484848485,0.12021515151515151,0.3179369696969697,0.3432
2024-04,Smartphone,flipkart,37,3.810810810810811,0.020610810810810804,0.3407772972972973,0.3341
2024-04,TV,flipkart,1,3.0,0.0,0.41,0.3489
2024-05,Accessories,AMAZON,1,4.0,0.7239,0.135,0.3265
2024-05,Accessories,FLIPKART,14,3.5714285714285716,-0.01867142857142856,0.3899171428571429,0.4332
2024-05,Accessories,amazon,5,3.6,0.12647999999999998,0.368384,0.3439
2024-05,Accessories,flipkart,17,3.823529411764706,-0.012252941176470588,0.3489105882352941,0.3628
2024-05,Other,AMAZON,1,4.0,0.0,0.135,0.1767
2024-05,Other,FLIPKART,1,3.0,0.0,0.41,0.3017
2024-05,Other,amazon,3,1.0,0.40606666666666663,0.4266666666666667,0.2962
2024-05,Other,flipkart,1,1.0,0.0,0.36,0.3433
2024-05,Smartphone,AMAZON,38,3.4210526315789473,-0.0424921052631579,0.39418105263157893,0.3859
2024-05,Smartphone,FLIPKART,37,3.918918918918919,-0.02162432432432432,0.33165405405405407,0.3292
2024-05,Smartphone,amazon,36,3.4166666666666665,0.005052777777777771,0.3848377777777778,0.3567
2024-05,Smartphone,flipkart,50,3.7,-0.017102000000000006,0.3579896,0.3452
2024-05,TV,AMAZON,1,5.0,0.7579,0.06,0.2017
2024-06,Accessories,AMAZON,5,4.6,-0.02480000000000001,0.32892,0.3071
2024-06,Accessories,FLIPKART,9,3.888888888888889,0.33824444444444446,0.27709333333333336,0.3657
2024-06,Accessories,amazon,12,3.4166666666666665,-0.1447166666666667,0.41564000000000006,0.3922
2024-06,Accessories,flipkart,6,3.3333333333333335,0.06206666666666664,0.38246,0.3423
2024-06,Other,AMAZON,2,2.5,-0.08475,0.2814,0.1838
2024-06,Other,amazon,3,3.0,0.4478,0.2992666666666666,0.351
2024-06,Smartphone,AMAZON,49,3.306122448979592,0.022463265306122436,0.4047804081632653,0.3939
2024-06,Smartphone,FLIPKART,40,3.8,0.008509999999999995,0.30395500000000003,0.3171
2024-06,Smartphone,amazon,28,3.6785714285714284,0.12154285714285715,0.30067857142857146,0.3345
2024-06,Smartphone,flipkart,36,3.8333333333333335,-0.10017500000000001,0.35604888888888886,0.3516
2024-06,TV,AMAZON,1,1.0,-0.1695,0.4278,0.2076
2024-06,TV,FLIPKART,3,3.3333333333333335,0.3429333333333333,0.27426666666666666,0.3231
2024-06,TV,amazon,2,2.0,0.13545000000000001,0.41890000000000005,0.4447
2024-07,Accessories,AMAZON,13,3.769230769230769,0.029446153846153848,0.3522215384615385,0.272
2024-07,Accessories,FLIPKART,9,4.222222222222222,0.14278888888888888,0.17406222222222223,0.2804
2024-07,Accessories,amazon,14,3.142857142857143,0.011421428571428567,0.3744514285714286,0.3862
2024-07,Accessories,flipkart,9,4.222222222222222,-0.0933111111111111,0.3595066666666667,0.3636
2024-07,Other,AMAZON,1,2.0,0.5859,0.485,0.3005
2024-07,Other,flipkart,2,4.5,-0.23835,0.29284,0.2876
2024-07,Smartphone,AMAZON,42,3.642857142857143,0.16102142857142857,0.3199990476190476,0.373
2024-07,Smartphone,FLIPKART,53,3.2830188679245285,0.06000377358490566,0.33805207547169813,0.3246
2024-07,Smartphone,amazon,41,3.6341463414634148,-0.038653658536585374,0.38914634146341465,0.3582
2024-07,Smartphone,flipkart,46,3.391304347826087,0.059299999999999985,0.3491,0.3544
2024-07,TV,FLIPKART,1,2.0,0.5859,0.485,0.3648
2024-08,Accessories,AMAZON,15,4.066666666666666,0.27270000000000005,0.23676,0.306
2024-08,Accessories,FLIPKART,8,3.25,-0.08885000000000001,0.44416500000000003,0.2984
2024-08,Accessories,amazon,14,3.4285714285714284,-0.03961428571428571,0.3991057142857143,0.3964
2024-08,Accessories,flipkart,8,4.0,-0.05942500000000002,0.34764,0.3632
2024-08,Other,AMAZON,1,4.0,0.0,0.135,0.3005
2024-08,Other,amazon,1,5.0,0.0,0.26,0.3286
2024-08,Other,flipkart,1,4.0,0.0,0.335,0.3293
2024-08,Smartphone,AMAZON,44,3.5,-0.07852727272727272,0.3766154545454546,0.3671
2024-08,Smartphone,FLIPKART,45,3.3333333333333335,0.15848666666666666,0.35245244444444446,0.3315
2024-08,Smartphone,amazon,45,3.511111111111111,-0.028391111111111113,0.3589048888888889,0.3496
2024-08,Smartphone,flipkart,26,3.8076923076923075,0.09441153846153846,0.3312261538461539,0.3455
2024-09,Accessories,AMAZON,14,3.7857142857142856,-0.15958571428571428,0.41929999999999995,0.3361
2024-09,Accessories,FLIPKART,9,3.0,0.15288888888888888,0.3664088888888889,0.3282
2024-09,Accessories,amazon,12,3.6666666666666665,-0.23864166666666664,0.4328733333333334,0.4021
2024-09,Accessories,flipkart,11,3.909090909090909,0.17020909090909092,0.2480909090909091,0.3184
2024-09,Other,AMAZON,2,3.0,0.6718999999999999,0.31,0.31
2024-09,Other,FLIPKART,2,1.5,0.2202,0.4225,0.3975
2024-09,Other,amazon,3,4.0,0.0835333333333333,0.1576,0.239
2024-09,Smartphone,AMAZON,36,3.611111111111111,0.11777499999999999,0.3404155555555556,0.3457
2024-09,Smartphone,FLIPKART,32,3.5625,-0.023475000000000006,0.3510725,0.3472
2024-09,Smartphone,amazon,47,3.3404255319148937,-0.045763829787234055,0.3788425531914894,0.3756
2024-09,Smartphone,flipkart,40,3.425,0.08862,0.35807700000000003,0.3461
2024-09,TV,flipkart,1,5.0,0.4201,0.06,0.2767
2024-10,Accessories,AMAZON,9,3.5555555555555554,0.019499999999999986,0.36446666666666666,0.3402
2024-10,Accessories,FLIPKART,11,3.8181818181818183,0.10342727272727271,0.33100363636363633,0.3805
2024-10,Accessories,amazon,10,3.6,-0.0727,0.37200000000000005,0.4013
2024-10,Accessories,flipkart,6,3.8333333333333335,0.40549999999999997,0.28147333333333335,0.2924
2024-10,Other,AMAZON,1,5.0,0.0,0.06,0.1683
2024-10,Other,amazon,1,2.0,0.0,0.285,0.2342
2024-10,Smartphone,AMAZON,41,3.3902439024390243,0.059597560975609754,0.3365287804878049,0.3512
2024-10,Smartphone,FLIPKART,42,3.6904761904761907,0.0753904761904762,0.34062380952380955,0.348
2024-10,Smartphone,amazon,50,3.64,0.08132599999999998,0.3083656,0.3487
2024-10,Smartphone,flipkart,36,3.6944444444444446,0.0032138888888888803,0.33813777777777776,0.3425
2024-10,TV,FLIPKART,2,4.5,0.31845,0.2975,0.3523
2024-10,TV,amazon,1,3.0,0.0,0.21,0.3463
2024-10,TV,flipkart,1,3.0,0.4404,0.41,0.2933
2024-11,Accessories,AMAZON,6,4.0,0.15188333333333334,0.24325333333333335,0.3423
2024-11,Accessories,FLIPKART,9,3.2222222222222223,-0.15649999999999997,0.4701466666666667,0.3892
2024-11,Accessories,amazon,8,3.25,-0.09979999999999999,0.411075,0.4053
2024-11,Accessories,flipkart,9,3.3333333333333335,0.10115555555555554,0.39164,0.3071
2024-11,Other,amazon,2,1.0,0.6091,0.46,0.3009
2024-11,Other,flipkart,1,2.0,-0.1695,0.3528,0.3269
2024-11,Smartphone,AMAZON,32,3.78125,0.13505625,0.2958,0.3242
2024-11,Smartphone,FLIPKART,34,3.411764705882353,-0.030573529411764715,0.38929647058823535,0.3603
2024-11,Smartphone,amazon,38,3.1842105263157894,0.05534736842105264,0.40408,0.3638
2024-11,Smartphone,flipkart,42,3.642857142857143,-0.00907380952380953,0.36729428571428574,0.3545
2024-12,Accessories,AMAZON,11,3.909090909090909,0.08392727272727271,0.34273818181818183,0.3168
2024-12,Accessories,FLIPKART,8,4.375,-0.10505,0.313805,0.3717
2024-12,Accessories,amazon,9,3.6666666666666665,-0.05701111111111111,0.3944888888888889,0.3925
2024-12,Accessories,flipkart,5,3.6,-0.0743,0.4182880000000001,0.3638
2024-12,Other,AMAZON,3,2.6666666666666665,0.3906,0.43500000000000005,0.2683
2024-12,Other,amazon,1,1.0,0.5859,0.56,0.435
2024-12,Other,flipkart,1,1.0,-0.4767,0.75068,0.4795
2024-12,Smartphone,AMAZON,37,3.7837837837837838,0.061778378378378365,0.32166054054054055,0.318
2024-12,Smartphone,FLIPKART,45,3.688888888888889,-0.10617555555555556,0.3884897777777778,0.3728
2024-12,Smartphone,amazon,47,3.425531914893617,-0.004212765957446804,0.3977310638297873,0.3701
2024-12,Smartphone,flipkart,37,3.7837837837837838,-0.11552432432432433,0.41086594594594594,0.3721
2024-12,TV,FLIPKART,1,5.0,0.4404,0.06,0.2808
2025-01,Accessories,flipkart,1,3.0,-0.5096,0.41384,0.4079
2025-01,Other,FLIPKART,1,3.0,0.0,0.21,0.3475
2025-01,Smartphone,AMAZON,2,5.0,0.1815,0.2443,0.2873
2025-01,Smartphone,flipkart,1,3.0,0.25,0.41,0.3961
