Review_ID,Product_ID,Platform_ID,Issue_ID,Date_ID,Rating,Sentiment_score,RSI
1931,6,2,1,668,4,0.4019,0.135
1932,34,2,6,210,1,0.4404,0.56
1933,5,2,1,370,4,-0.1779,0.20616
1934,12,2,5,573,4,-0.6808,0.6073200000000001
1935,20,1,7,832,1,-0.7096,0.8438400000000001
1936,19,1,10,562,3,0.5859,0.41
1937,14,1,4,909,4,-0.5423,0.55192
1938,18,2,4,910,4,-0.4215,0.5036
1939,23,1,1,882,5,-0.5096,0.26384
1940,18,1,1,786,4,0.8271,0.135
1941,37,1,5,272,3,-0.4767,0.6006800000000001
1942,12,1,6,555,3,-0.7179,0.69716
1943,29,1,4,828,4,-0.6602,0.5990800000000001
1944,18,2,4,911,4,-0.4215,0.5036
1945,15,2,4,564,4,-0.5096,0.53884
1946,23,2,2,823,3,-0.1531,0.47124
1947,18,2,1,683,5,-0.3296,0.19184
1948,5,1,1,591,5,-0.0516,0.08064
1949,3,1,5,745,4,-0.6369,0.5897600000000001
1950,20,1,1,912,5,0.4404,0.06
1951,8,1,4,869,4,-0.4215,0.5036
1952,16,2,1,913,5,0.0,0.06
1953,4,2,7,229,3,-0.765,0.7160000000000002
1954,33,1,1,886,4,0.0,0.135
1955,14,1,4,184,1,-0.5423,0.77692
1956,41,2,1,379,5,0.0,0.06
1957,23,1,6,135,2,-0.6705,0.7532000000000001
1958,15,1,4,639,4,-0.6705,0.6032
1959,19,2,3,414,3,0.2263,0.41
1960,34,1,2,299,3,0.5859,0.41
1961,27,2,4,914,3,-0.4215,0.5786
1962,2,1,6,423,2,-0.5096,0.6888400000000001
1963,18,1,6,436,3,0.5719,0.41
1964,38,1,2,915,2,-0.4215,0.6536
1965,36,1,1,200,5,0.296,0.06
1966,23,1,3,558,3,0.1027,0.41
1967,22,1,1,43,5,0.4404,0.06
1968,5,1,4,440,1,0.128,0.56
1969,19,2,4,113,4,-0.4215,0.5036
1970,12,1,6,216,1,-0.6705,0.8282
1971,28,1,4,802,4,-0.4215,0.5036
1972,19,1,2,323,1,0.4404,0.56
1973,5,1,1,613,5,0.4404,0.06
1974,44,1,1,89,4,0.0,0.135
1975,43,2,4,617,4,-0.4215,0.5036
1976,8,2,1,916,4,0.8126,0.135
1977,41,1,1,14,5,-0.5423,0.27692
1978,5,2,1,812,3,0.4445,0.21
1979,15,2,1,305,3,0.0772,0.21
1980,41,1,7,332,3,0.3182,0.41
1981,24,1,1,892,4,0.0,0.135
1982,15,1,4,754,3,-0.5448,0.62792
1983,5,1,4,763,4,-0.5096,0.53884
1984,18,2,10,407,4,0.4939,0.335
1985,18,2,1,778,4,0.5719,0.135
1986,41,1,1,831,4,0.0,0.135
1987,20,2,4,130,1,-0.1406,0.6162400000000001
1988,3,1,7,369,3,-0.4767,0.6006800000000001
1989,15,2,6,468,2,0.5719,0.485
1990,18,2,4,780,4,-0.5096,0.53884
1991,20,1,1,423,5,0.7506,0.06
1992,14,2,1,715,5,0.2263,0.06
1993,25,2,4,886,2,-0.5096,0.6888400000000001
1994,14,2,6,481,3,-0.5423,0.6269200000000001
1995,6,2,3,468,3,-0.5719,0.63876
1996,5,1,1,152,5,0.2263,0.06
1997,16,2,3,751,3,0.5719,0.41
1998,15,1,1,513,5,0.5267,0.06
1999,14,2,1,51,4,0.2263,0.135
2000,10,1,1,917,5,0.0,0.06
2001,5,1,1,805,5,0.5719,0.06
2002,19,1,9,488,3,0.6249,0.41
2003,10,2,1,430,3,0.2263,0.21
2004,13,1,1,639,4,0.4404,0.135
2005,41,2,6,814,2,0.5719,0.485
2006,8,1,1,807,4,0.6486,0.135
2007,10,2,4,206,4,-0.6591,0.5986400000000001
2008,15,1,1,409,5,-0.5423,0.27692
2009,24,2,4,32,4,-0.5423,0.55192
2010,44,1,1,352,5,0.5267,0.06
2011,36,1,1,918,3,0.4404,0.21
2012,15,1,1,372,3,0.0,0.21
2013,10,1,1,530,5,0.5267,0.06
2014,3,1,1,622,5,0.34,0.06
2015,29,1,10,297,4,0.4939,0.335
2016,19,2,9,731,1,-0.4215,0.7286000000000001
2017,28,2,6,751,1,0.5719,0.56
2018,16,2,5,800,5,-0.4577,0.44308
2019,17,2,1,588,3,0.8176,0.21
2020,23,2,1,11,5,-0.3612,0.20448
2021,10,1,1,760,4,0.8316,0.135
2022,36,1,1,375,5,0.4404,0.06
2023,9,1,4,477,1,0.7845,0.56
2024,44,1,1,654,5,-0.5096,0.26384
2025,24,2,5,654,5,-0.3412,0.39648
2026,19,2,7,233,3,-0.0516,0.4306399999999999
2027,3,2,9,296,3,-0.7011,0.6904399999999999
2028,43,2,4,919,4,-0.5423,0.55192
2029,9,2,1,513,5,-0.5423,0.27692
2030,27,1,4,920,1,0.7778,0.56
2031,3,2,1,882,4,0.7351,0.135
2032,10,2,4,672,4,-0.4215,0.5036
2033,35,2,9,725,5,0.7351,0.26
2034,10,2,3,921,2,-0.4215,0.6536
2035,27,1,1,922,3,0.4404,0.21
2036,10,2,7,285,3,-0.7502,0.71008
2037,10,2,4,569,4,-0.4767,0.52568
2038,13,1,4,622,4,-0.5423,0.55192
2039,13,2,6,542,5,0.0,0.26
2040,30,2,6,881,3,0.4404,0.41
2041,2,2,1,923,4,-0.1779,0.20616
2042,29,2,1,781,5,0.2263,0.06
2043,15,1,3,30,3,-0.4215,0.5786
2044,2,2,1,807,5,-0.0516,0.08064
2045,15,1,1,924,5,0.5423,0.06
2046,39,1,1,631,5,-0.2263,0.15052
2047,20,2,1,811,4,0.296,0.135
2048,10,1,1,16,5,-0.4215,0.2286
2049,20,1,4,925,3,-0.5423,0.6269200000000001
2050,6,1,5,277,5,-0.5423,0.47692
2051,12,2,1,264,4,0.2263,0.135
2052,24,1,3,926,3,0.5719,0.41
2053,15,1,1,927,5,0.4404,0.06
2054,5,2,10,217,4,-0.5096,0.53884
2055,33,2,5,47,3,-0.4767,0.6006800000000001
2056,17,1,7,459,2,-0.7502,0.78508
2057,28,2,4,274,1,-0.4215,0.7286000000000001
2058,14,2,7,465,2,-0.4767,0.6756800000000001
2059,29,2,1,141,4,0.5859,0.135
2060,3,2,9,501,3,0.4404,0.41
2061,28,2,4,928,1,-0.5096,0.7638400000000001
2062,28,1,4,261,4,-0.4767,0.52568
2063,10,1,1,429,4,0.0,0.135
2064,5,1,1,929,4,0.0,0.135
2065,5,1,1,486,4,0.4404,0.135
2066,1,2,1,387,4,0.0,0.135
2067,23,1,1,447,4,0.3818,0.135
2068,16,2,2,889,1,-0.5423,0.77692
2069,12,2,4,91,4,-0.5423,0.55192
2070,20,2,1,916,5,0.1531,0.06
2071,39,2,1,238,3,0.5719,0.21
2072,3,2,4,930,3,-0.4215,0.5786
2073,40,2,3,362,4,0.4404,0.335
2074,12,1,1,253,5,0.6705,0.06
2075,1,2,2,931,1,0.2732,0.56
2076,3,1,2,662,3,-0.5423,0.6269200000000001
2077,19,2,4,932,1,0.0,0.56
2078,2,1,2,697,3,0.4777,0.41
2079,27,1,6,240,5,0.6369,0.26
2080,43,2,1,137,5,0.7579,0.06
2081,40,2,4,339,1,-0.3182,0.6872800000000001
2082,1,1,4,730,4,-0.4215,0.5036
2083,44,1,2,933,3,0.4404,0.41
2084,4,1,4,934,4,-0.5423,0.55192
2085,27,1,1,406,4,0.4019,0.135
2086,22,1,9,403,2,-0.4215,0.6536
2087,16,2,4,261,3,-0.34,0.546
2088,12,2,1,935,4,0.4404,0.135
2089,33,1,5,662,3,0.0,0.41
2090,27,2,8,55,4,-0.2718,0.44372
2091,40,2,1,508,5,0.5994,0.06
2092,12,2,4,665,4,-0.5423,0.55192
2093,10,1,7,201,3,-0.296,0.5284
2094,4,1,1,76,5,0.0772,0.06
2095,10,2,2,936,1,-0.62,0.808
2096,10,1,1,181,4,0.2263,0.135
2097,19,2,7,937,3,-0.0516,0.4306399999999999
2098,3,2,1,619,4,0.4404,0.135
2099,27,1,1,539,5,0.2263,0.06
2100,24,1,4,457,1,-0.5423,0.77692
2101,16,2,6,938,2,0.0,0.485
2102,28,2,4,737,4,-0.5096,0.53884
2103,23,1,1,523,5,-0.5423,0.27692
2104,24,1,1,339,5,0.3182,0.06
2105,18,2,1,305,5,-0.0094,0.06376
2106,10,1,4,95,1,0.5719,0.56
2107,9,2,4,886,4,-0.4215,0.5036
2108,14,2,8,635,5,0.0,0.26
2109,14,1,1,636,5,-0.5096,0.26384
2110,36,2,1,837,4,0.5719,0.135
2111,24,2,1,125,3,0.5719,0.21
2112,39,2,1,939,4,0.1779,0.135
2113,3,2,8,342,4,0.4588,0.335
2114,28,1,11,163,4,0.5994,0.335
2115,23,1,1,123,5,0.5719,0.06
2116,16,1,6,286,1,-0.7179,0.8471600000000001
2117,13,2,1,723,4,0.5719,0.135
2118,9,1,1,498,4,0.5719,0.135
2119,22,2,4,112,3,-0.4215,0.5786
2120,46,1,4,782,1,0.2263,0.56
2121,2,2,1,846,5,0.4404,0.06
2122,23,1,1,872,4,-0.25,0.235
2123,6,2,1,940,5,0.0,0.06
2124,3,2,9,194,2,-0.34,0.621
2125,5,1,1,173,4,0.5719,0.135
2126,10,2,3,592,3,-0.5423,0.6269200000000001
2127,17,1,1,264,5,-0.4215,0.2286
2128,18,2,1,466,4,0.5859,0.135
2129,25,2,1,685,5,0.4404,0.06
2130,23,1,4,611,4,-0.4215,0.5036
2131,2,1,6,656,2,0.0516,0.485
2132,22,2,1,345,4,-0.1027,0.17608
2133,41,2,1,941,5,0.7845,0.06
2134,18,1,1,875,5,-0.1764,0.13056
2135,12,1,2,201,1,-0.7179,0.8471600000000001
2136,5,1,1,899,5,0.4404,0.06
2137,13,1,1,156,4,-0.1779,0.20616
2138,19,2,1,405,5,-0.5423,0.27692
2139,10,2,6,942,2,0.0,0.485
2140,15,2,1,943,5,-0.5096,0.26384
2141,3,1,4,467,4,-0.5096,0.53884
2142,20,2,4,322,4,-0.4215,0.5036
2143,19,1,4,660,1,0.7778,0.56
2144,21,2,4,680,1,0.0,0.56
2145,43,2,1,69,5,-0.5423,0.27692
2146,28,1,4,437,4,-0.5096,0.53884
2147,3,2,1,831,5,0.0,0.06
2148,5,2,3,944,3,0.4404,0.41
2149,38,1,1,554,5,0.0,0.06
2150,14,1,1,945,5,0.0,0.06
2151,8,2,9,103,1,-0.5423,0.77692
2152,20,2,1,564,4,0.5719,0.135
2153,14,2,1,516,4,0.6908,0.135
2154,13,2,3,946,2,-0.5096,0.6888400000000001
2155,17,2,4,744,4,-0.5423,0.55192
2156,10,1,4,145,1,0.2263,0.56
2157,39,2,1,101,3,0.5719,0.21
2158,37,1,1,86,3,0.0,0.21
2159,3,1,7,505,2,-0.0516,0.50564
2160,14,2,5,248,5,-0.6249,0.50996
2161,41,2,2,8,3,0.2263,0.41
2162,29,2,7,515,3,0.1531,0.41
2163,18,1,1,276,4,-0.0516,0.15564
2164,4,2,1,295,4,0.7906,0.135
2165,46,1,1,640,4,0.4404,0.135
2166,25,2,1,947,5,-0.4215,0.2286
2167,36,2,1,627,4,0.4404,0.135
2168,38,1,7,257,5,0.4588,0.26
2169,5,1,7,223,3,0.6597,0.41
2170,1,2,1,860,4,0.4404,0.135
2171,29,2,1,948,5,0.0,0.06
2172,14,1,1,125,4,-0.2249,0.22496
2173,24,1,6,752,1,-0.7003,0.84012
2174,5,1,1,949,4,0.2263,0.135
2175,38,1,6,927,3,0.25,0.41
2176,40,1,1,26,4,0.2263,0.135
2177,9,1,9,930,1,-0.5423,0.77692
2178,2,1,8,629,4,0.2263,0.335
2179,40,1,1,115,4,-0.25,0.235
2180,5,1,1,749,4,0.0,0.135
2181,10,1,6,269,4,0.5719,0.335
2182,6,1,1,492,4,0.0,0.135
2183,39,2,3,57,1,0.6808,0.56
2184,44,1,1,381,5,0.4767,0.06
2185,17,1,1,598,4,0.0,0.135
2186,14,1,4,391,4,-0.5423,0.55192
2187,40,2,6,474,3,-0.6908,0.68632
2188,10,2,3,547,4,-0.4215,0.5036
2189,2,2,5,826,4,-0.5423,0.55192
2190,12,2,5,760,5,0.4939,0.26
2191,12,2,1,155,5,0.0,0.06
2192,41,1,1,285,4,-0.0243,0.14472
2193,15,1,5,312,4,-0.6908,0.6113200000000001
2194,1,2,1,7,4,0.1027,0.135
2195,1,1,4,485,4,-0.5423,0.55192
2196,25,2,5,396,1,-0.4767,0.75068
2197,3,2,3,950,1,0.7184,0.56
2198,9,2,1,300,4,0.7906,0.135
2199,17,1,1,341,5,0.5859,0.06
2200,18,2,4,825,4,-0.7184,0.62236
2201,5,2,3,291,4,0.7351,0.335
2202,2,2,1,68,5,0.0,0.06
2203,2,2,1,951,4,0.5719,0.135
2204,8,2,6,235,2,-0.5423,0.7019200000000001
2205,10,2,3,790,3,0.5994,0.41
2206,6,2,1,874,4,0.0772,0.135
2207,2,1,1,319,4,0.1027,0.135
2208,13,1,1,952,4,-0.2263,0.22552
2209,22,1,6,199,3,0.4404,0.41
2210,4,1,1,32,5,0.2263,0.06
2211,12,1,6,551,2,-0.5423,0.7019200000000001
2212,38,2,9,821,3,0.0,0.41
2213,8,2,4,894,2,-0.0772,0.51588
2214,16,2,4,821,4,-0.5096,0.53884
2215,13,2,9,953,4,0.0,0.335
2216,43,2,1,883,4,0.5719,0.135
2217,41,1,7,711,2,-0.296,0.6033999999999999
2218,14,2,1,680,4,0.0,0.135
2219,25,1,2,284,2,-0.497,0.6838
2220,22,2,1,156,4,0.3612,0.135
2221,29,2,2,714,3,0.6908,0.41
2222,39,2,3,255,1,0.5719,0.56
2223,20,2,1,186,4,-0.0243,0.14472
2224,32,2,5,1,1,-0.4767,0.75068
2225,46,1,8,917,4,0.0,0.335
2226,3,1,1,878,5,-0.0382,0.07528
2227,40,1,1,791,4,0.4404,0.135
2228,8,2,7,727,2,-0.765,0.7910000000000001
2229,23,2,6,954,4,0.2263,0.335
2230,41,2,6,910,1,-0.4215,0.7286000000000001
2231,14,2,6,838,1,0.2263,0.56
2232,25,2,10,209,4,0.5719,0.335
2233,27,1,1,473,3,0.2263,0.21
2234,2,1,3,748,2,0.2263,0.485
2235,24,2,1,889,5,0.3818,0.06
2236,25,2,6,232,3,-0.6705,0.6782000000000001
2237,38,2,1,689,4,0.0,0.135
2238,38,2,4,955,3,-0.4215,0.5786
2239,20,2,1,88,5,0.0,0.06
2240,27,1,2,696,3,0.4404,0.41
2241,15,1,1,245,5,-0.4215,0.2286
2242,14,1,1,156,4,0.0,0.135
2243,14,1,1,129,4,0.6369,0.135
2244,19,2,1,29,4,0.0,0.135
2245,16,2,4,683,3,-0.5096,0.6138400000000002
2246,3,2,1,481,4,-0.0516,0.15564
2247,2,2,1,934,3,0.2263,0.21
2248,5,1,6,328,3,-0.7351,0.70404
2249,12,2,1,830,5,-0.1027,0.10108
2250,48,1,4,956,1,0.0,0.56
2251,1,1,4,127,4,-0.4585,0.5184
2252,20,1,1,321,5,0.7845,0.06
2253,39,2,6,615,1,-0.6369,0.8147600000000002
2254,41,1,4,791,3,-0.4215,0.5786
2255,25,2,2,71,3,0.25,0.41
2256,41,2,1,514,5,-0.3599,0.20396
2257,8,1,4,879,2,0.1027,0.485
2258,22,1,1,117,4,0.4404,0.135
2259,10,1,1,957,5,0.0,0.06
2260,28,1,11,850,4,-0.6591,0.5986400000000001
2261,8,2,4,718,4,-0.5096,0.53884
2262,2,1,7,958,3,-0.296,0.5284
2263,12,2,9,959,2,0.0,0.485
2264,44,1,1,269,4,0.5719,0.135
2265,20,1,4,433,1,0.4404,0.56
2266,18,2,9,684,1,-0.1877,0.6350800000000001
2267,40,2,1,68,4,0.2263,0.135
2268,8,1,2,732,3,-0.5423,0.6269200000000001
2269,3,1,1,879,5,0.0,0.06
2270,44,2,6,848,1,0.2263,0.56
2271,20,1,4,280,4,-0.5096,0.53884
2272,40,1,1,198,5,0.3975,0.06
2273,23,2,4,960,4,-0.5096,0.53884
2274,1,2,9,801,3,-0.4215,0.5786
2275,14,1,3,153,2,-0.5423,0.7019200000000001
2276,10,2,1,169,4,0.5423,0.135
2277,8,1,1,780,5,0.4404,0.06
2278,17,2,1,657,3,0.3195,0.21
2279,41,1,6,526,2,0.25,0.485
2280,22,2,1,379,5,-0.6908,0.33632
2281,40,1,1,327,5,0.5719,0.06
2282,12,1,1,726,4,-0.1779,0.20616
2283,43,2,1,902,3,-0.1326,0.26304
2284,27,2,1,753,4,-0.1531,0.19624
2285,27,1,1,788,4,0.8176,0.135
2286,24,1,1,117,4,0.3182,0.135
2287,24,1,1,861,4,0.5267,0.135
2288,10,2,1,374,4,0.7693,0.135
2289,19,2,4,736,4,-0.5423,0.55192
2290,23,2,1,842,4,0.8703,0.135
2291,18,1,1,674,5,0.3818,0.06
2292,40,2,4,594,4,-0.4019,0.49576
2293,14,1,4,960,4,-0.5423,0.55192
2294,27,2,9,607,4,0.4404,0.335
2295,23,1,1,691,4,0.8658,0.135
2296,20,1,1,752,5,-0.3412,0.19648
2297,18,1,2,128,2,0.5859,0.485
2298,27,2,1,421,5,0.4404,0.06
2299,19,2,9,592,5,0.7351,0.26
2300,3,1,4,924,4,-0.5423,0.55192
2301,4,2,9,961,3,0.2263,0.41
2302,1,2,1,84,5,0.5719,0.06
2303,28,1,1,962,4,0.0,0.135
2304,14,2,7,751,1,0.1531,0.56
2305,29,1,1,190,5,0.0258,0.06
2306,16,2,1,558,4,0.5719,0.135
2307,10,1,3,485,3,0.4404,0.41
2308,27,1,1,225,3,0.0,0.21
2309,16,2,1,258,4,0.5719,0.135
2310,13,2,5,9,4,-0.128,0.3862
2311,23,2,1,238,4,0.6808,0.135
2312,28,1,6,928,1,-0.7184,0.8473600000000001
2313,20,2,2,808,2,0.5719,0.485
2314,44,1,1,247,4,0.2263,0.135
2315,5,2,1,113,3,0.4404,0.21
2316,41,1,6,580,4,0.0,0.335
2317,15,1,1,597,3,0.3182,0.21
2318,24,2,4,254,1,-0.5096,0.7638400000000001
2319,12,1,7,251,1,0.6369,0.56
2320,20,1,2,418,1,-0.2023,0.6409199999999999
2321,1,1,4,375,3,-0.7003,0.6901200000000001
2322,27,2,4,801,1,0.4939,0.56
2323,23,2,1,831,3,0.3182,0.21
2324,7,1,1,322,5,0.0,0.06
2325,6,1,1,595,5,0.5719,0.06
2326,18,1,1,277,5,0.34,0.06
2327,10,1,6,963,3,-0.4215,0.5786
2328,39,1,1,551,5,0.4404,0.06
2329,44,1,1,964,4,-0.2263,0.22552
2330,3,2,2,965,2,0.5719,0.485
2331,28,1,1,582,5,-0.5096,0.26384
2332,5,2,7,966,2,0.25,0.485
2333,27,1,6,254,3,-0.1764,0.48056
2334,22,2,7,338,3,-0.765,0.7160000000000002
2335,23,1,2,792,1,-0.4215,0.7286000000000001
2336,43,1,1,689,4,0.2263,0.135
2337,40,1,1,846,4,0.2263,0.135
2338,17,1,1,90,4,0.5106,0.135
2339,15,1,1,409,4,0.8591,0.135
2340,23,2,6,819,3,-0.5423,0.6269200000000001
2341,4,1,1,698,5,0.7351,0.06
2342,20,1,6,18,2,0.2263,0.485
2343,24,1,1,172,5,0.2263,0.06
2344,3,2,1,96,4,0.1027,0.135
2345,19,1,6,52,3,0.5719,0.41
2346,20,1,7,529,1,-0.765,0.8660000000000001
2347,5,2,7,512,3,-0.1027,0.45108
2348,27,2,1,662,5,0.5106,0.06
2349,5,1,1,856,4,0.4404,0.135
2350,10,2,4,156,4,-0.5423,0.55192
2351,36,1,4,471,2,-0.5423,0.7019200000000001
2352,10,1,1,327,3,0.0,0.21
2353,11,2,4,794,2,0.7778,0.485
2354,5,1,2,698,3,0.765,0.41
2355,28,1,1,840,4,0.4588,0.135
2356,9,2,1,284,5,0.0516,0.06
2357,33,2,7,260,3,0.6369,0.41
2358,3,1,1,313,4,0.6597,0.135
2359,13,2,2,852,2,0.128,0.485
2360,16,1,6,223,1,0.8225,0.56
2361,3,2,2,410,2,0.0,0.485
2362,11,2,5,266,3,-0.4767,0.6006800000000001
2363,5,2,1,840,4,0.0,0.135
2364,34,1,8,536,2,0.0,0.485
2365,23,2,1,373,5,-0.296,0.1784
2366,36,2,8,821,3,0.3612,0.41
2367,41,1,4,589,3,-0.4215,0.5786
2368,15,2,4,967,1,-0.5096,0.7638400000000001
2369,39,2,9,114,3,-0.5994,0.6497600000000001
2370,39,2,6,942,3,0.0516,0.41
2371,12,2,1,77,4,0.4404,0.135
2372,41,2,4,664,4,-0.7717,0.64368
2373,27,2,4,398,4,-0.6116,0.5796400000000002
2374,39,2,8,539,5,-0.0516,0.28064
2375,41,1,1,463,3,0.2263,0.21
2376,23,1,6,236,3,-0.5096,0.6138400000000002
2377,22,2,1,794,5,-0.5423,0.27692
2378,40,1,1,118,4,0.0,0.135
2379,2,1,1,55,4,0.765,0.135
2380,13,2,1,486,5,0.0772,0.06
2381,4,2,4,968,3,-0.5423,0.6269200000000001
2382,3,2,6,385,2,-0.4215,0.6536
2383,43,2,7,194,4,0.0,0.335
2384,4,1,1,611,5,0.6908,0.06
2385,24,2,5,70,4,0.25,0.335
2386,21,1,7,53,4,0.6369,0.335
2387,9,2,8,491,4,0.2263,0.335
2388,28,2,1,969,5,0.1027,0.06
2389,14,1,4,929,4,-0.5423,0.55192
2390,19,1,1,970,4,0.5719,0.135
2391,17,1,1,847,5,-0.7179,0.34716
2392,39,1,1,651,5,-0.0258,0.07032
2393,10,2,1,189,5,0.5719,0.06
2394,41,1,9,315,3,0.5719,0.41
2395,9,1,6,607,2,-0.5267,0.6956800000000001
2396,29,2,1,739,5,0.2263,0.06
2397,3,1,1,352,4,0.4404,0.135
2398,23,1,9,615,2,0.5719,0.485
2399,24,1,1,734,5,0.0516,0.06
2400,22,2,6,563,3,-0.5423,0.6269200000000001
2401,20,1,1,289,4,0.5719,0.135
2402,23,1,8,971,3,-0.8159,0.7363600000000001
2403,16,2,4,577,4,-0.3169,0.46176
2404,10,2,3,544,1,-0.128,0.6112
2405,43,1,1,92,4,0.5267,0.135
2406,16,1,1,38,5,-0.25,0.16
2407,48,2,4,651,2,0.7778,0.485
2408,7,1,1,495,4,0.4201,0.135
2409,24,1,9,601,3,-0.5096,0.6138400000000002
2410,23,1,7,602,1,-0.296,0.6784000000000001
2411,8,2,10,802,5,-0.0243,0.26972
2412,39,2,4,967,4,-0.4215,0.5036
2413,24,2,1,868,4,0.7269,0.135
2414,44,1,7,378,3,0.25,0.41
2415,10,2,1,733,4,0.4404,0.135
2416,5,1,1,925,3,0.765,0.21
2417,17,2,9,221,3,0.5719,0.41
2418,28,1,4,946,1,-0.5096,0.7638400000000001
2419,3,1,4,420,4,-0.5423,0.55192
2420,40,2,1,730,5,0.5719,0.06
2421,27,2,10,814,5,0.0,0.26
2422,29,1,1,184,5,0.5719,0.06
2423,44,2,1,25,5,0.5719,0.06
2424,12,2,9,118,1,-0.5423,0.77692
2425,39,1,6,847,1,-0.5096,0.7638400000000001
2426,24,1,1,890,5,0.4019,0.06
2427,27,2,6,187,3,-0.5096,0.6138400000000002
2428,5,2,3,972,3,-0.5096,0.6138400000000002
2429,38,1,1,357,5,-0.5096,0.26384
2430,5,2,1,509,4,0.6597,0.135
2431,12,2,1,559,5,0.2263,0.06
2432,28,1,7,252,2,-0.7502,0.78508
2433,14,1,1,314,4,0.1779,0.135
2434,6,2,1,68,5,-0.7964,0.37856
2435,5,1,4,829,1,0.5994,0.56
2436,27,1,1,942,4,0.25,0.135
2437,27,1,1,505,4,0.2023,0.135
2438,2,2,9,47,1,0.0,0.56
2439,3,1,1,973,5,0.3818,0.06
2440,14,2,6,974,3,0.4404,0.41
2441,29,1,1,112,4,0.836,0.135
2442,16,2,3,658,4,0.802,0.335
2443,36,2,1,358,5,0.4404,0.06
2444,23,1,1,502,3,0.0258,0.21
2445,14,2,4,406,4,-0.4215,0.5036
2446,3,2,1,847,4,0.4404,0.135
2447,20,2,9,975,3,0.0,0.41
2448,28,2,1,524,3,0.7778,0.21
2449,26,1,2,825,5,0.5859,0.26
2450,25,1,1,477,4,0.0,0.135
2451,36,2,1,351,4,0.4404,0.135
2452,6,2,4,166,4,-0.5096,0.53884
2453,12,1,1,877,3,0.7351,0.21
2454,19,2,4,690,4,-0.5096,0.53884
2455,23,1,1,976,5,0.0516,0.06
2456,19,2,4,935,4,-0.3612,0.47948
2457,45,1,4,854,1,-0.1695,0.6278000000000001
2458,25,2,1,305,5,0.5719,0.06
2459,39,2,4,28,4,-0.4215,0.5036
2460,12,2,4,250,1,-0.558,0.7832000000000001
2461,8,1,1,390,5,0.4404,0.06
2462,14,2,4,173,4,-0.4215,0.5036
2463,14,2,4,977,4,-0.5096,0.53884
2464,41,1,4,381,2,-0.128,0.5362
2465,9,2,1,959,5,-0.5096,0.26384
2466,40,1,6,203,2,-0.2023,0.56592
2467,24,2,1,791,5,0.4588,0.06
2468,16,1,1,67,5,0.0,0.06
2469,28,1,9,161,3,0.7269,0.41
2470,16,2,1,278,4,0.5719,0.135
2471,16,2,1,690,5,0.4404,0.06
2472,20,1,1,767,4,0.7184,0.135
2473,9,2,4,48,4,-0.5096,0.53884
2474,36,1,1,37,3,0.0772,0.21
2475,13,2,1,206,4,0.4404,0.135
2476,13,1,1,699,5,-0.296,0.1784
2477,36,2,6,729,3,-0.7179,0.69716
2478,20,2,1,354,4,0.6124,0.135
2479,15,2,1,228,4,0.5719,0.135
2480,15,1,1,677,5,-0.5096,0.26384
2481,14,1,4,121,4,-0.5096,0.53884
2482,5,1,10,978,5,-0.0351,0.27404
2483,5,2,1,949,3,-0.1516,0.27064
2484,27,1,1,979,4,0.5719,0.135
2485,18,1,1,337,5,0.25,0.06
2486,18,1,6,196,3,0.4404,0.41
2487,24,1,1,431,5,-0.7351,0.35404
2488,43,1,4,590,2,0.228,0.485
2489,24,2,1,542,5,-0.0772,0.09088
2490,10,1,4,972,4,-0.5096,0.53884
2491,6,2,1,828,4,0.1531,0.135
2492,19,1,1,980,5,0.7269,0.06
2493,18,1,3,821,1,0.4404,0.56
2494,22,2,1,927,4,0.4019,0.135
2495,19,2,1,586,5,-0.4215,0.2286
2496,15,1,9,129,2,-0.7502,0.78508
2497,23,2,1,310,5,-0.5096,0.26384
2498,37,1,9,484,1,0.7351,0.56
2499,22,1,1,981,5,0.3658,0.06
2500,16,1,9,603,2,0.5719,0.485
2501,22,2,6,982,2,0.5719,0.485
2502,36,1,1,879,4,0.0,0.135
2503,41,1,9,983,3,0.7351,0.41
2504,19,1,1,39,3,0.5719,0.21
2505,39,1,1,829,4,-0.1531,0.19624
2506,23,1,1,625,4,0.765,0.135
2507,25,2,1,26,5,-0.3182,0.18728
2508,39,2,6,812,3,0.2263,0.41
2509,38,2,4,466,2,-0.7181,0.77224
2510,15,2,1,193,5,0.2263,0.06
2511,19,2,1,356,5,0.5719,0.06
2512,23,2,4,373,1,-0.4215,0.7286000000000001
2513,1,1,5,984,5,-0.4019,0.42076
2514,15,1,1,369,4,0.2263,0.135
2515,5,2,1,94,5,-0.2263,0.15052
2516,27,1,1,675,4,0.4191,0.135
2517,23,1,1,840,5,-0.4215,0.2286
2518,19,2,1,557,5,-0.5096,0.26384
2519,38,2,4,349,1,-0.5423,0.77692
2520,44,1,6,67,3,0.0,0.41
2521,2,2,1,262,4,0.5719,0.135
2522,40,2,3,403,3,0.2263,0.41
2523,15,1,11,337,5,-0.6705,0.5282
2524,5,2,7,79,3,-0.0516,0.4306399999999999
2525,4,2,1,755,4,0.8519,0.135
2526,23,2,1,59,4,0.4404,0.135
2527,23,2,1,175,5,-0.6759,0.33036
2528,1,2,1,985,4,0.0,0.135
2529,22,1,7,611,4,-0.5423,0.55192
2530,8,1,2,532,1,0.25,0.56
2531,12,1,5,737,4,-0.5096,0.53884
2532,12,1,1,986,5,0.7783,0.06
2533,27,1,5,671,5,-0.296,0.3784
